PROCEDURE_TYPE,STARTTIME,ENDTIME,IMSI,IMEISV,MSISDN,START_ENODEB_ID,START_CELL_ID,START_MME,END_ENODEB_ID,END_CELL_ID,END_MME,GUMMEI,BEARER_ID,QCI,PDCP_BITRATE_DL,PDCP_VOLUME_DL,PDCP_BITRATE_UL,PDCP_VOLUME_UL,SGW_BYTES_SENT_DL,SGW_PKTS_SENT_DL,SGW_BYTES_RECVD_UL,SGW_PKTS_RECVD_UL,RRC_CONN_SETUP_TIMESTAMP_START,RRC_CONN_SETUP_RRC_RESULT,RRC_CONN_SETUP_RRC_ESTABL_CAUSE,RRC_CONN_SETUP_DURATION,S1_SIG_CONN_SETUP_TIMESTAMP_START,S1_SIG_CONN_SETUP_SIG_CONN_RESULT,S1_SIG_CONN_SETUP_RRC_ESTABL_CAUSE,S1_SIG_CONN_SETUP_DURATION,INITIAL_CTXT_SETUP_TIMESTAMP_START,INITIAL_CTXT_SETUP_INITIAL_CTXT_RESULT,INITIAL_CTXT_SETUP_ERAB_RESULT_ARRAY,INITIAL_CTXT_SETUP_DURATION,INITIAL_CTXT_SETUP_ERAB_QCI_ARRAY,INITIAL_CTXT_SETUP_3GPP_CAUSE_GROUP,INITIAL_CTXT_SETUP_3GPP_CAUSE,UE_CAPABILITY_TIMESTAMP,UE_CAPABILITY_CAP_CATEGORY,ERAB_SETUP_TIMESTAMP_START,ERAB_SETUP_ERAB_RESULT_ARRAY,ERAB_SETUP_ERAB_QCI_ARRAY,ERAB_SETUP_DURATION,RRC_CONN_REESTABLISH_TIMESTAMP_START,RRC_CONN_REESTABLISH_REESTAB_RESULT,RRC_CONN_REESTABLISH_DURATION,RRC_CONN_REESTABLISH_REESTAB_CAUSE,ERABRELEASE_STARTTIME,ERABRELEASE_RELEASE_RESULT,ERABRELEASE_DURATION,ERABRELEASE_S1_RELEASE_CAUSE,ERABRELEASE_INTERNAL_RELEASE_CAUSE,ERABRELEASE_ERAB_REQ_QCI_ARRAY,ERABRELEASE_ERAB_REQ_3GPP_CAUSE_GROUP_ARRAY,ERABRELEASE_ERAB_REQ_3GPP_CAUSE_ARRAY,ENB_UECTXTRELEASE_STARTTIME,ENB_UECTXTRELEASE_DURATION,ENB_UECTXTRELEASE_TRIGGERING_NODE,ENB_UECTXTRELEASE_UE_RELEASE_CAUSE,ENB_UECTXTRELEASE_INTERNAL_RELEASE_CAUSE,ENB_UECTXTRELEASE_3GPP_CAUSE_GROUP,ENB_UECTXTRELEASE_3GPP_CAUSE,ENB_UECTXTRELEASE_ERAB_RELEASE_REQ_QCI_ARRAY,UEMEASMENT_SAMPLE_MEASTIME,UEMEASMENT_SAMPLE_POWER_HEADROOM,UEMEASMENT_SAMPLE_POWER_HEADROOM_PRB_USED,UEMEASMENT_SAMPLE_LAST_PUSCH_NUM_PRB,UEMEASMENT_SAMPLE_LAST_PUSCH_SINR,UEMEASMENT_SAMPLE_LAST_PUSCH_POWER_PER_PRB,UETRAFFICREP_SAMPLE_MEASTIME,UETRAFFICREP_SAMPLE_THP_PDCPVOL_TRUNK_DL,UETRAFFICREP_SAMPLE_THP_TIME_DL,UETRAFFICREP_SAMPLE_THP_PDCPVOL_TRUNK_UL
RRC_SETUP,11/24/2025 15:48:05,11/24/2025 15:48:10,31041000000012,19724123000012,19725551057,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,11/24/2025 15:48:05,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INITIAL_CTXT,11/24/2025 15:48:10,11/24/2025 15:48:20,31041000000012,19724123000012,19725551057,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,,,,,11/24/2025 15:48:10,SUCCESS,4,1,11/24/2025 15:48:10,SUCCESS,0;0,1,1;9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFAULT_BEARER_ACTIVATION,11/24/2025 15:48:20,11/24/2025 15:48:30,31041000000012,19724123000012,19725551057,1,12314,331402800000,1,12314,331402800000,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:48:20,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEDICATED_BEARER_ACTIVATION,11/24/2025 15:48:30,11/24/2025 15:48:45,31041000000012,19724123000012,19725551057,1,12314,331402800000,1,12314,331402800000,,5,9,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:48:30,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERVICE_REQUEST,11/24/2025 15:48:45,11/24/2025 15:49:00,31041000000012,19724123000012,19725551057,1,12314,331402800000,1,12314,331402800000,,5,1,740000,90000,162000,51000,0,0,0,0,,,,,11/24/2025 15:48:45,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAB_SETUP,11/24/2025 15:49:00,11/24/2025 15:49:30,31041000000012,19724123000012,19725551057,1,12314,331402800000,1,12314,331402800000,,5,1,760000,95000,168000,54000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:49:00,0;0,1;9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAB_MODIFY,11/24/2025 15:49:30,11/24/2025 15:49:50,31041000000012,19724123000012,19725551057,1,12314,331402800000,1,12314,331402800000,,5,1,780000,100000,174000,57000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:49:30,0;0,1;9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRACKING_AREA_UPDATE,11/24/2025 15:49:50,11/24/2025 15:50:05,31041000000012,19724123000012,19725551057,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:49:58,20,,8,,,11/24/2025 15:49:55,4000,,1500
ERAB_RELEASE,11/24/2025 15:50:05,11/24/2025 15:50:20,31041000000012,19724123000012,19725551057,1,12314,331402800000,1,12314,331402800000,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:50:05,1,1,10,0,1;9,,,,,,,,,,,,,,,,,,,,
DETACH,11/24/2025 15:50:20,11/24/2025 15:50:40,31041000000012,19724123000012,19725551057,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:50:40,1,1,10,0,20,0,1;9,,,,,,,,,,
INITIAL_ATTACH,11/24/2025 15:52:00,11/24/2025 15:52:05,31041000000013,19724123000013,19725551058,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,11/24/2025 15:52:00,SUCCESS,4,1,11/24/2025 15:52:00,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRC_SETUP,11/24/2025 15:52:05,11/24/2025 15:52:10,31041000000013,19724123000013,19725551058,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,11/24/2025 15:52:05,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INITIAL_CTXT,11/24/2025 15:52:10,11/24/2025 15:52:20,31041000000013,19724123000013,19725551058,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,,,,,11/24/2025 15:52:10,SUCCESS,4,1,11/24/2025 15:52:10,SUCCESS,0;0,1,1;9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFAULT_BEARER_ACTIVATION,11/24/2025 15:52:20,11/24/2025 15:52:30,31041000000013,19724123000013,19725551058,1,12314,331402801000,1,12314,331402801000,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:52:20,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEDICATED_BEARER_ACTIVATION,11/24/2025 15:52:30,11/24/2025 15:52:45,31041000000013,19724123000013,19725551058,1,12314,331402801000,1,12314,331402801000,,5,9,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:52:30,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERVICE_REQUEST,11/24/2025 15:52:45,11/24/2025 15:53:00,31041000000013,19724123000013,19725551058,1,12314,331402801000,1,12314,331402801000,,5,1,760000,95000,168000,54000,0,0,0,0,,,,,11/24/2025 15:52:45,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAB_SETUP,11/24/2025 15:53:00,11/24/2025 15:53:30,31041000000013,19724123000013,19725551058,1,12314,331402801000,1,12314,331402801000,,5,1,780000,100000,174000,57000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:53:00,0;0,1;9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAB_MODIFY,11/24/2025 15:53:30,11/24/2025 15:53:50,31041000000013,19724123000013,19725551058,1,12314,331402801000,1,12314,331402801000,,5,1,600000,105000,120000,30000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:53:30,0;0,1;9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRACKING_AREA_UPDATE,11/24/2025 15:53:50,11/24/2025 15:54:05,31041000000013,19724123000013,19725551058,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:53:58,20,,8,,,11/24/2025 15:53:55,4000,,1500
ERAB_RELEASE,11/24/2025 15:54:05,11/24/2025 15:54:20,31041000000013,19724123000013,19725551058,1,12314,331402801000,1,12314,331402801000,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:54:05,1,1,10,0,1;9,,,,,,,,,,,,,,,,,,,,
DETACH,11/24/2025 15:54:20,11/24/2025 15:54:40,31041000000013,19724123000013,19725551058,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:54:40,1,1,10,0,20,0,1;9,,,,,,,,,,
INITIAL_ATTACH,11/24/2025 15:56:00,11/24/2025 15:56:05,31041000000014,19724123000014,19725551059,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,11/24/2025 15:56:00,SUCCESS,4,1,11/24/2025 15:56:00,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRC_SETUP,11/24/2025 15:56:05,11/24/2025 15:56:10,31041000000014,19724123000014,19725551059,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,11/24/2025 15:56:05,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INITIAL_CTXT,11/24/2025 15:56:10,11/24/2025 15:56:20,31041000000014,19724123000014,19725551059,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,,,,,11/24/2025 15:56:10,SUCCESS,4,1,11/24/2025 15:56:10,SUCCESS,0;0,1,1;9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFAULT_BEARER_ACTIVATION,11/24/2025 15:56:20,11/24/2025 15:56:30,31041000000014,19724123000014,19725551059,1,12314,331402800000,1,12314,331402800000,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:56:20,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEDICATED_BEARER_ACTIVATION,11/24/2025 15:56:30,11/24/2025 15:56:45,31041000000014,19724123000014,19725551059,1,12314,331402800000,1,12314,331402800000,,5,9,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:56:30,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERVICE_REQUEST,11/24/2025 15:56:45,11/24/2025 15:57:00,31041000000014,19724123000014,19725551059,1,12314,331402800000,1,12314,331402800000,,5,1,780000,100000,174000,57000,0,0,0,0,,,,,11/24/2025 15:56:45,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAB_SETUP,11/24/2025 15:57:00,11/24/2025 15:57:30,31041000000014,19724123000014,19725551059,1,12314,331402800000,1,12314,331402800000,,5,1,600000,105000,120000,30000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:57:00,0;0,1;9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAB_MODIFY,11/24/2025 15:57:30,11/24/2025 15:57:50,31041000000014,19724123000014,19725551059,1,12314,331402800000,1,12314,331402800000,,5,1,620000,110000,126000,33000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:57:30,0;0,1;9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRACKING_AREA_UPDATE,11/24/2025 15:57:50,11/24/2025 15:58:05,31041000000014,19724123000014,19725551059,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:57:58,20,,8,,,11/24/2025 15:57:55,4000,,1500
ERAB_RELEASE,11/24/2025 15:58:05,11/24/2025 15:58:20,31041000000014,19724123000014,19725551059,1,12314,331402800000,1,12314,331402800000,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:58:05,1,1,10,0,1;9,,,,,,,,,,,,,,,,,,,,
DETACH,11/24/2025 15:58:20,11/24/2025 15:58:40,31041000000014,19724123000014,19725551059,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:58:40,1,1,10,0,20,0,1;9,,,,,,,,,,
INITIAL_ATTACH,11/24/2025 16:00:00,11/24/2025 16:00:05,31041000000015,19724123000015,19725551060,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,11/24/2025 16:00:00,SUCCESS,4,1,11/24/2025 16:00:00,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRC_SETUP,11/24/2025 16:00:05,11/24/2025 16:00:10,31041000000015,19724123000015,19725551060,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,11/24/2025 16:00:05,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INITIAL_CTXT,11/24/2025 16:00:10,11/24/2025 16:00:20,31041000000015,19724123000015,19725551060,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,,,,,11/24/2025 16:00:10,SUCCESS,4,1,11/24/2025 16:00:10,SUCCESS,0;0,1,1;9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFAULT_BEARER_ACTIVATION,11/24/2025 16:00:20,11/24/2025 16:00:30,31041000000015,19724123000015,19725551060,1,12314,331402801000,1,12314,331402801000,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 16:00:20,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEDICATED_BEARER_ACTIVATION,11/24/2025 16:00:30,11/24/2025 16:00:45,31041000000015,19724123000015,19725551060,1,12314,331402801000,1,12314,331402801000,,5,9,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 16:00:30,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERVICE_REQUEST,11/24/2025 16:00:45,11/24/2025 16:01:00,31041000000015,19724123000015,19725551060,1,12314,331402801000,1,12314,331402801000,,5,1,600000,105000,120000,30000,0,0,0,0,,,,,11/24/2025 16:00:45,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAB_SETUP,11/24/2025 16:01:00,11/24/2025 16:01:30,31041000000015,19724123000015,19725551060,1,12314,331402801000,1,12314,331402801000,,5,1,620000,110000,126000,33000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 16:01:00,0;0,1;9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAB_MODIFY,11/24/2025 16:01:30,11/24/2025 16:01:50,31041000000015,19724123000015,19725551060,1,12314,331402801000,1,12314,331402801000,,5,1,640000,115000,132000,36000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 16:01:30,0;0,1;9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRACKING_AREA_UPDATE,11/24/2025 16:01:50,11/24/2025 16:02:05,31041000000015,19724123000015,19725551060,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 16:01:58,20,,8,,,11/24/2025 16:01:55,4000,,1500
ERAB_RELEASE,11/24/2025 16:02:05,11/24/2025 16:02:20,31041000000015,19724123000015,19725551060,1,12314,331402801000,1,12314,331402801000,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 16:02:05,1,1,10,0,1;9,,,,,,,,,,,,,,,,,,,,
DETACH,11/24/2025 16:02:20,11/24/2025 16:02:40,31041000000015,19724123000015,19725551060,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 16:02:40,1,1,10,0,20,0,1;9,,,,,,,,,,
INITIAL_CTXT_SETUP_FAILURE,11/24/2025 16:02:20,11/24/2025 16:02:40,31041000151515,19724123151515,19725831083,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,,,,,,,,,12/30/1899 00:52:47,FAILED_SECURITY_SETUP,;;;;;16;;;;;;;;;;,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INITIAL_CTXT_SETUP_FAILURE,11/24/2025 16:03:20,11/24/2025 16:03:20,31041000151515,19724123151515,19725831083,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,,,,,,,,,12/30/1899 00:52:47,FAILED_SECURITY_SETUP,;;;;;16;;;;;;;;;;,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INITIAL_CTXT_SETUP_FAILURE,11/24/2025 16:04:00,11/24/2025 16:04:00,31041000151515,19724123151515,19725831083,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,,,,,,,,,12/30/1899 00:52:47,FAILED_SECURITY_SETUP,;;;;;16;;;;;;;;;;,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INITIAL_ATTACH,11/24/2025 16:04:00,11/24/2025 16:04:05,31041000000016,19724123000016,19725551061,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,11/24/2025 16:04:00,SUCCESS,4,1,11/24/2025 16:04:00,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRC_SETUP,11/24/2025 16:04:05,11/24/2025 16:04:10,31041000000016,19724123000016,19725551061,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,11/24/2025 16:04:05,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INITIAL_CTXT,11/24/2025 16:04:10,11/24/2025 16:04:20,31041000000016,19724123000016,19725551061,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,,,,,11/24/2025 16:04:10,SUCCESS,4,1,11/24/2025 16:04:10,SUCCESS,0;0,1,1;9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFAULT_BEARER_ACTIVATION,11/24/2025 16:04:20,11/24/2025 16:04:30,31041000000016,19724123000016,19725551061,1,12314,331402800000,1,12314,331402800000,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 16:04:20,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEDICATED_BEARER_ACTIVATION,11/24/2025 16:04:30,11/24/2025 16:04:45,31041000000016,19724123000016,19725551061,1,12314,331402800000,1,12314,331402800000,,5,9,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 16:04:30,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERVICE_REQUEST,11/24/2025 16:04:45,11/24/2025 16:05:00,31041000000016,19724123000016,19725551061,1,12314,331402800000,1,12314,331402800000,,5,1,620000,110000,126000,33000,0,0,0,0,,,,,11/24/2025 16:04:45,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAB_SETUP,11/24/2025 16:05:00,11/24/2025 16:05:30,31041000000016,19724123000016,19725551061,1,12314,331402800000,1,12314,331402800000,,5,1,640000,115000,132000,36000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 16:05:00,0;0,1;9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAB_MODIFY,11/24/2025 16:05:30,11/24/2025 16:05:50,31041000000016,19724123000016,19725551061,1,12314,331402800000,1,12314,331402800000,,5,1,660000,120000,138000,39000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 16:05:30,0;0,1;9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRACKING_AREA_UPDATE,11/24/2025 16:05:50,11/24/2025 16:06:05,31041000000016,19724123000016,19725551061,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 16:05:58,20,,8,,,11/24/2025 16:05:55,4000,,1500
ERAB_RELEASE,11/24/2025 16:06:05,11/24/2025 16:06:20,31041000000016,19724123000016,19725551061,1,12314,331402800000,1,12314,331402800000,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 16:06:05,1,1,10,0,1;9,,,,,,,,,,,,,,,,,,,,
DETACH,11/24/2025 16:06:20,11/24/2025 16:06:40,31041000000016,19724123000016,19725551061,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 16:06:40,1,1,10,0,20,0,1;9,,,,,,,,,,
INITIAL_CTXT_SETUP_FAILURE,11/24/2025 16:06:20,11/24/2025 16:06:20,31041000151515,19724123151515,19725831083,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,,,,,,,,,12/30/1899 00:52:47,FAILED_SECURITY_SETUP,;;;;;16;;;;;;;;;;,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INITIAL_CTXT_SETUP_FAILURE,11/24/2025 16:07:00,11/24/2025 16:07:00,31041000151515,19724123151515,19725831083,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,,,,,,,,,12/30/1899 00:52:47,FAILED_SECURITY_SETUP,;;;;;16;;;;;;;;;;,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INITIAL_CTXT_SETUP_FAILURE,11/24/2025 16:07:30,11/24/2025 16:07:30,31041000151515,19724123151515,19725831083,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,,,,,,,,,12/30/1899 00:52:47,FAILED_SECURITY_SETUP,;;;;;16;;;;;;;;;;,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INITIAL_CTXT_SETUP_FAILURE,11/24/2025 16:08:00,11/24/2025 16:08:00,31041000151515,19724123151515,19725831083,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,,,,,,,,,12/30/1899 00:52:47,FAILED_SECURITY_SETUP,;;;;;16;;;;;;;;;;,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INITIAL_ATTACH,11/24/2025 16:08:00,11/24/2025 16:08:05,31041000000017,19724123000017,19725551062,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,11/24/2025 16:08:00,SUCCESS,4,1,11/24/2025 16:08:00,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRC_SETUP,11/24/2025 16:08:05,11/24/2025 16:08:10,31041000000017,19724123000017,19725551062,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,11/24/2025 16:08:05,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INITIAL_CTXT,11/24/2025 16:08:10,11/24/2025 16:08:20,31041000000017,19724123000017,19725551062,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,,,,,11/24/2025 16:08:10,SUCCESS,4,1,11/24/2025 16:08:10,SUCCESS,0;0,1,1;9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFAULT_BEARER_ACTIVATION,11/24/2025 16:08:20,11/24/2025 16:08:30,31041000000017,19724123000017,19725551062,1,12314,331402801000,1,12314,331402801000,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 16:08:20,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEDICATED_BEARER_ACTIVATION,11/24/2025 16:08:30,11/24/2025 16:08:45,31041000000017,19724123000017,19725551062,1,12314,331402801000,1,12314,331402801000,,5,9,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 16:08:30,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERVICE_REQUEST,11/24/2025 16:08:45,11/24/2025 16:09:00,31041000000017,19724123000017,19725551062,1,12314,331402801000,1,12314,331402801000,,5,1,640000,115000,132000,36000,0,0,0,0,,,,,11/24/2025 16:08:45,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAB_SETUP,11/24/2025 16:09:00,11/24/2025 16:09:30,31041000000017,19724123000017,19725551062,1,12314,331402801000,1,12314,331402801000,,5,1,660000,120000,138000,39000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 16:09:00,0;0,1;9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAB_MODIFY,11/24/2025 16:09:30,11/24/2025 16:09:50,31041000000017,19724123000017,19725551062,1,12314,331402801000,1,12314,331402801000,,5,1,680000,125000,144000,42000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 16:09:30,0;0,1;9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRACKING_AREA_UPDATE,11/24/2025 16:09:50,11/24/2025 16:10:05,31041000000017,19724123000017,19725551062,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 16:09:58,20,,8,,,11/24/2025 16:09:55,4000,,1500
